name,url,country,pageid,revid,ores
Saeed Madibo,https://en.wikipedia.org/wiki/Saeed_Madibo,Sudan,4859670,894929684,Stub
Amin Mekki Medani,https://en.wikipedia.org/wiki/Amin_Mekki_Medani,Sudan,59836737,1098277987,C
Jimmy Lemi Milla,https://en.wikipedia.org/wiki/Jimmy_Lemi_Milla,Sudan,30806003,1110668092,Start
Muhammad Sa'id al-Qaddal,https://en.wikipedia.org/wiki/Muhammad_Sa'id_al-Qaddal,Sudan,67606820,1100493448,C
Muhammad Sharif (Kalifa),https://en.wikipedia.org/wiki/Muhammad_Sharif_(Kalifa),Sudan,32897010,1050319332,Start
Abdallahi ibn Muhammad,https://en.wikipedia.org/wiki/Abdallahi_ibn_Muhammad,Sudan,1474421,1092462251,GA
Abdel Halim Muhammad,https://en.wikipedia.org/wiki/Abdel_Halim_Muhammad,Sudan,37736968,1095715393,Stub
Abdul-Hamid Musa Kasha,https://en.wikipedia.org/wiki/Abdul-Hamid_Musa_Kasha,Sudan,49027602,1073676200,Stub
Al Taib Mustafa,https://en.wikipedia.org/wiki/Al_Taib_Mustafa,Sudan,69156342,1106782827,Start
Muhammad Nadi Pasha,https://en.wikipedia.org/wiki/Muhammad_Nadi_Pasha,Sudan,31119095,1073123086,Start
Theophilus Ochang,https://en.wikipedia.org/wiki/Theophilus_Ochang,Sudan,32757283,1026899751,Start
Salih Mahmoud Osman,https://en.wikipedia.org/wiki/Salih_Mahmoud_Osman,Sudan,14647497,986231936,Start
Ibrahim El-Salahi,https://en.wikipedia.org/wiki/Ibrahim_El-Salahi,Sudan,38613241,1114079134,C
Santino Deng Teng,https://en.wikipedia.org/wiki/Santino_Deng_Teng,Sudan,61784482,1033617848,Start
Simon Makwac Mayen,https://en.wikipedia.org/wiki/Simon_Makwac_Mayen,Sudan,61783866,1106184658,Stub
Eliaba James Surur,https://en.wikipedia.org/wiki/Eliaba_James_Surur,Sudan,23992370,1104223419,Start
Alhaj Adam Yousef,https://en.wikipedia.org/wiki/Alhaj_Adam_Yousef,Sudan,45540280,1040529764,Stub
Yusuf al-Ajab,https://en.wikipedia.org/wiki/Yusuf_al-Ajab,Sudan,61783947,1082923942,Start
Ashwin Adhin,https://en.wikipedia.org/wiki/Ashwin_Adhin,Suriname,47243745,1110227052,C
Caprino Alendy,https://en.wikipedia.org/wiki/Caprino_Alendy,Suriname,65788000,1046386920,Start
Marinus Bee,https://en.wikipedia.org/wiki/Marinus_Bee,Suriname,64501365,1044261887,Start
Johannes Brons,https://en.wikipedia.org/wiki/Johannes_Brons,Suriname,69564895,1061430025,Start
Angelic Alihusain-del Castilho,https://en.wikipedia.org/wiki/Angelic_Alihusain-del_Castilho,Suriname,51015148,972745173,Start
Johannes Cateau van Rosevelt,https://en.wikipedia.org/wiki/Johannes_Cateau_van_Rosevelt,Suriname,66054051,1074119308,Start
Fred Derby,https://en.wikipedia.org/wiki/Fred_Derby,Suriname,39314708,1109371785,Start
Rashied Doekhi,https://en.wikipedia.org/wiki/Rashied_Doekhi,Suriname,36668629,1105642607,C
David George Findlay,https://en.wikipedia.org/wiki/David_George_Findlay,Suriname,67069064,1100754018,Start
Olton van Genderen,https://en.wikipedia.org/wiki/Olton_van_Genderen,Suriname,69578812,1061719983,C
Salikin Hardjo,https://en.wikipedia.org/wiki/Salikin_Hardjo,Suriname,54405235,1068851430,Start
George Hindori,https://en.wikipedia.org/wiki/George_Hindori,Suriname,48527405,1087130117,Start
Theo Jubitana,https://en.wikipedia.org/wiki/Theo_Jubitana,Suriname,68299991,1098812478,C
Sylvia Kajoeramari,https://en.wikipedia.org/wiki/Sylvia_Kajoeramari,Suriname,68582206,1112727480,Start
Krishna Mathoera,https://en.wikipedia.org/wiki/Krishna_Mathoera,Suriname,64546117,1110192935,Start
Amar Ramadhin,https://en.wikipedia.org/wiki/Amar_Ramadhin,Suriname,64595571,1007146722,Stub
Sewraam Rambaran Mishre,https://en.wikipedia.org/wiki/Sewraam_Rambaran_Mishre,Suriname,69585663,1110193614,Start
Grace Schneiders-Howard,https://en.wikipedia.org/wiki/Grace_Schneiders-Howard,Suriname,55649630,1095800611,GA
Willy Soemita,https://en.wikipedia.org/wiki/Willy_Soemita,Suriname,41750626,1114207932,Start
Wim Bos Verschuur,https://en.wikipedia.org/wiki/Wim_Bos_Verschuur,Suriname,67050784,1096953822,C
Saskia Walden,https://en.wikipedia.org/wiki/Saskia_Walden,Suriname,69743730,1112304854,Start
Grace Watamaleo,https://en.wikipedia.org/wiki/Grace_Watamaleo,Suriname,68574817,1112727543,Start
Jozef Weidmann,https://en.wikipedia.org/wiki/Jozef_Weidmann,Suriname,67679864,1037459272,C
Abraham Brodersson,https://en.wikipedia.org/wiki/Abraham_Brodersson,Sweden,51554552,1115163994,C
Thoralf Alfsson,https://en.wikipedia.org/wiki/Thoralf_Alfsson,Sweden,67034205,1105567274,Start
Leila Ali Elmi,https://en.wikipedia.org/wiki/Leila_Ali_Elmi,Sweden,69196205,1111882241,Stub
Alexandra Benado,https://en.wikipedia.org/wiki/Alexandra_Benado,Sweden,69842299,1096936718,Start
Bengt Snivil,https://en.wikipedia.org/wiki/Bengt_Snivil,Sweden,8594705,1055951113,Stub
Rudolf Fredrik Berg,https://en.wikipedia.org/wiki/Rudolf_Fredrik_Berg,Sweden,43028563,1113096827,Start
Birger Jarl,https://en.wikipedia.org/wiki/Birger_Jarl,Sweden,150793,1106260454,GA
Birger Brosa,https://en.wikipedia.org/wiki/Birger_Brosa,Sweden,2088644,1024623646,Start
Axel Brusewitz,https://en.wikipedia.org/wiki/Axel_Brusewitz,Sweden,12941609,1039843620,Stub
Nils Claëson,https://en.wikipedia.org/wiki/Nils_Claëson,Sweden,47722656,1093435562,Stub
Petrus Olai Dalekarlus,https://en.wikipedia.org/wiki/Petrus_Olai_Dalekarlus,Sweden,56983976,1073651332,Stub
Charles the Deaf,https://en.wikipedia.org/wiki/Charles_the_Deaf,Sweden,8435969,1114537749,Start
Christoffer Dulny,https://en.wikipedia.org/wiki/Christoffer_Dulny,Sweden,71312107,1115365930,Start
Klas Eklund,https://en.wikipedia.org/wiki/Klas_Eklund,Sweden,1679710,941420482,Start
Martin Ekström,https://en.wikipedia.org/wiki/Martin_Ekström,Sweden,1052238,1065514763,Start
Nils Elowsson,https://en.wikipedia.org/wiki/Nils_Elowsson,Sweden,42077160,1080015839,Stub
Folke the Fat,https://en.wikipedia.org/wiki/Folke_the_Fat,Sweden,11187848,1101657785,Stub
Hans Reinhold von Fersen,https://en.wikipedia.org/wiki/Hans_Reinhold_von_Fersen,Sweden,21842968,1068082355,Stub
Clas Frietzcky,https://en.wikipedia.org/wiki/Clas_Frietzcky,Sweden,32744404,963414238,Stub
Birger Furugård,https://en.wikipedia.org/wiki/Birger_Furugård,Sweden,3224763,1016969064,Start
Hemming Gadh,https://en.wikipedia.org/wiki/Hemming_Gadh,Sweden,5250201,1018541199,Start
Anders Henriksson (politician),https://en.wikipedia.org/wiki/Anders_Henriksson_(politician),Sweden,69869055,1095370812,Stub
Carl P. Herslow,https://en.wikipedia.org/wiki/Carl_P._Herslow,Sweden,31202887,1112231330,Stub
Harald Hjärne,https://en.wikipedia.org/wiki/Harald_Hjärne,Sweden,29790745,1085490833,Stub
Holmger Knutsson,https://en.wikipedia.org/wiki/Holmger_Knutsson,Sweden,8575081,1022950956,Start
Ida Karkiainen,https://en.wikipedia.org/wiki/Ida_Karkiainen,Sweden,69399835,1111922174,Stub
Albrecht Elof Ihre,https://en.wikipedia.org/wiki/Albrecht_Elof_Ihre,Sweden,4011649,962137372,Stub
Gustav Kasselstrand,https://en.wikipedia.org/wiki/Gustav_Kasselstrand,Sweden,36891052,1111499686,GA
Mats Kettilmundsson,https://en.wikipedia.org/wiki/Mats_Kettilmundsson,Sweden,53119615,974588670,Start
Per Klarberg,https://en.wikipedia.org/wiki/Per_Klarberg,Sweden,67155138,1067229019,Stub
Sture Korpi,https://en.wikipedia.org/wiki/Sture_Korpi,Sweden,53656866,1098860122,Stub
Peeter Luksep,https://en.wikipedia.org/wiki/Peeter_Luksep,Sweden,47796982,1067164381,Stub
Eskil Magnusson,https://en.wikipedia.org/wiki/Eskil_Magnusson,Sweden,2346851,1103368159,Start
Stig Malm,https://en.wikipedia.org/wiki/Stig_Malm,Sweden,67031837,1100349229,Start
Ture Malmgren,https://en.wikipedia.org/wiki/Ture_Malmgren,Sweden,43861205,993905483,GA
Magnus Minniskiöld,https://en.wikipedia.org/wiki/Magnus_Minniskiöld,Sweden,2346904,1055950775,C
Omar Mustafa,https://en.wikipedia.org/wiki/Omar_Mustafa,Sweden,55482096,1114431170,Start
Gustaf Nyblæus (1816),https://en.wikipedia.org/wiki/Gustaf_Nyblæus_(1816),Sweden,55481915,907294516,Stub
Sven-Olle Olsson,https://en.wikipedia.org/wiki/Sven-Olle_Olsson,Sweden,27373577,1037993994,Stub
Vera Oredsson,https://en.wikipedia.org/wiki/Vera_Oredsson,Sweden,55986962,1113634951,Start
Gabriel Gustafsson Oxenstierna,https://en.wikipedia.org/wiki/Gabriel_Gustafsson_Oxenstierna,Sweden,205461,1113096968,C
Carl Fredrik Pechlin,https://en.wikipedia.org/wiki/Carl_Fredrik_Pechlin,Sweden,2450861,1036926715,Start
Carl Piper,https://en.wikipedia.org/wiki/Carl_Piper,Sweden,3054739,1095944691,Start
Filip Julius Bernhard von Platen,https://en.wikipedia.org/wiki/Filip_Julius_Bernhard_von_Platen,Sweden,62403545,1048198762,Stub
Tomas Polus,https://en.wikipedia.org/wiki/Tomas_Polus,Sweden,19695723,1113516314,Stub
Nils Reuterholm,https://en.wikipedia.org/wiki/Nils_Reuterholm,Sweden,15830394,1090429369,Stub
Qristina Ribohn,https://en.wikipedia.org/wiki/Qristina_Ribohn,Sweden,50141605,1004037375,Start
Oliver Rosengren,https://en.wikipedia.org/wiki/Oliver_Rosengren,Sweden,62456708,1115281232,Stub
Karl Gustaf Scherman,https://en.wikipedia.org/wiki/Karl_Gustaf_Scherman,Sweden,38134911,1065373172,Stub
Erik Carlsson Sjöblad,https://en.wikipedia.org/wiki/Erik_Carlsson_Sjöblad,Sweden,21498503,1009863371,Start
Jacob Magnus Sprengtporten,https://en.wikipedia.org/wiki/Jacob_Magnus_Sprengtporten,Sweden,201677,1113778594,C
Jimmy Ståhl,https://en.wikipedia.org/wiki/Jimmy_Ståhl,Sweden,66802050,1111884033,Stub
Adolf Ludvig Stierneld,https://en.wikipedia.org/wiki/Adolf_Ludvig_Stierneld,Sweden,29925434,1089584584,Start
Gustaf Algernon Stierneld,https://en.wikipedia.org/wiki/Gustaf_Algernon_Stierneld,Sweden,728807,1085266368,Stub
Vávra Suk,https://en.wikipedia.org/wiki/Vávra_Suk,Sweden,18433952,1015480636,Stub
Peter Sunde,https://en.wikipedia.org/wiki/Peter_Sunde,Sweden,14526270,1113754172,C
Anders Sundström,https://en.wikipedia.org/wiki/Anders_Sundström,Sweden,61744061,1113107487,Stub
August Tamm,https://en.wikipedia.org/wiki/August_Tamm,Sweden,70028144,1071178122,Stub
Robert Macfie Thorburn,https://en.wikipedia.org/wiki/Robert_Macfie_Thorburn,Sweden,59401062,1081619244,Start
Jessica Thunander,https://en.wikipedia.org/wiki/Jessica_Thunander,Sweden,63192844,1054908517,Stub
Lars Törnman,https://en.wikipedia.org/wiki/Lars_Törnman,Sweden,29593634,1036368817,Stub
Gustaf af Wetterstedt,https://en.wikipedia.org/wiki/Gustaf_af_Wetterstedt,Sweden,727559,1033191860,Stub
Bertil Zachrisson,https://en.wikipedia.org/wiki/Bertil_Zachrisson,Sweden,54613914,1081155174,Stub
Céline Amaudruz,https://en.wikipedia.org/wiki/Céline_Amaudruz,Switzerland,70300247,1078966867,Stub
Beat Arnold,https://en.wikipedia.org/wiki/Beat_Arnold,Switzerland,68981604,1103551315,Start
Mustafa Atici,https://en.wikipedia.org/wiki/Mustafa_Atici,Switzerland,65445178,1093168910,Start
Gallus Jacob Baumgartner,https://en.wikipedia.org/wiki/Gallus_Jacob_Baumgartner,Switzerland,6458764,1034339108,Start
Martin Bäumle,https://en.wikipedia.org/wiki/Martin_Bäumle,Switzerland,48377525,1113180976,Start
Pierre François Bellot,https://en.wikipedia.org/wiki/Pierre_François_Bellot,Switzerland,9285689,1085380321,Stub
Jacqueline Berenstein-Wavre,https://en.wikipedia.org/wiki/Jacqueline_Berenstein-Wavre,Switzerland,66509632,1098279107,Start
Peter Bodenmann,https://en.wikipedia.org/wiki/Peter_Bodenmann,Switzerland,67508149,1097652987,C
Ulrich Bremi,https://en.wikipedia.org/wiki/Ulrich_Bremi,Switzerland,68002868,1109100989,Stub
Achille Casanova,https://en.wikipedia.org/wiki/Achille_Casanova,Switzerland,25110091,1109101260,Start
Conradin Cramer,https://en.wikipedia.org/wiki/Conradin_Cramer,Switzerland,61994720,1109136165,Start
Niklaus Dachselhofer,https://en.wikipedia.org/wiki/Niklaus_Dachselhofer,Switzerland,8495828,989253083,Stub
Sigmund von Erlach,https://en.wikipedia.org/wiki/Sigmund_von_Erlach,Switzerland,8495619,1047996896,Stub
Heinrich Escher,https://en.wikipedia.org/wiki/Heinrich_Escher,Switzerland,13552425,1051201875,Stub
Johann Rudolf Faesch,https://en.wikipedia.org/wiki/Johann_Rudolf_Faesch,Switzerland,57872313,1109260563,Stub
Peter Falck,https://en.wikipedia.org/wiki/Peter_Falck,Switzerland,60974604,1113518708,GA
Franz Rudolf Frisching,https://en.wikipedia.org/wiki/Franz_Rudolf_Frisching,Switzerland,31802921,1025992173,Start
Urs Glutz von Blotzheim,https://en.wikipedia.org/wiki/Urs_Glutz_von_Blotzheim,Switzerland,43518904,1079107579,Stub
Jürg Grossen,https://en.wikipedia.org/wiki/Jürg_Grossen,Switzerland,64622390,1113181116,Start
Tim Guldimann,https://en.wikipedia.org/wiki/Tim_Guldimann,Switzerland,65707325,1114164708,Start
Georg Friedrich Heilmann,https://en.wikipedia.org/wiki/Georg_Friedrich_Heilmann,Switzerland,21904024,1065849307,Stub
Thomas Helbling,https://en.wikipedia.org/wiki/Thomas_Helbling,Switzerland,25175267,1097655440,Start
Eva Herzog,https://en.wikipedia.org/wiki/Eva_Herzog,Switzerland,65670725,1113518226,Start
David Hess (painter),https://en.wikipedia.org/wiki/David_Hess_(painter),Switzerland,21904973,1088977153,Start
Karl Otto Hunziker,https://en.wikipedia.org/wiki/Karl_Otto_Hunziker,Switzerland,18982430,1073762856,Start
Beat Jans,https://en.wikipedia.org/wiki/Beat_Jans,Switzerland,65665876,1109261316,C
Walter Kälin,https://en.wikipedia.org/wiki/Walter_Kälin,Switzerland,27296116,1097656534,C
Frédéric-César de La Harpe,https://en.wikipedia.org/wiki/Frédéric-César_de_La_Harpe,Switzerland,8992361,1103177637,C
Georgie Lamon,https://en.wikipedia.org/wiki/Georgie_Lamon,Switzerland,49650987,1065924058,Stub
Paul Lüönd,https://en.wikipedia.org/wiki/Paul_Lüönd,Switzerland,42444460,1073049884,Stub
Ferdinand Masset,https://en.wikipedia.org/wiki/Ferdinand_Masset,Switzerland,42451969,947627249,Stub
Frank Melloul,https://en.wikipedia.org/wiki/Frank_Melloul,Switzerland,44542581,1110313720,C
Guy Mettan,https://en.wikipedia.org/wiki/Guy_Mettan,Switzerland,59519026,1099961825,Start
Jakob Meyer zum Hasen,https://en.wikipedia.org/wiki/Jakob_Meyer_zum_Hasen,Switzerland,33910517,1109307770,C
Kurt Meyer (Lucerne),https://en.wikipedia.org/wiki/Kurt_Meyer_(Lucerne),Switzerland,2452208,1114680785,Stub
Sophie Michaud Gigon,https://en.wikipedia.org/wiki/Sophie_Michaud_Gigon,Switzerland,66437227,1016857420,Start
Peter Ochs,https://en.wikipedia.org/wiki/Peter_Ochs,Switzerland,22064087,1013192676,Start
Giovanni Orelli,https://en.wikipedia.org/wiki/Giovanni_Orelli,Switzerland,56640458,1066004666,Start
Ludwig Pfyffer,https://en.wikipedia.org/wiki/Ludwig_Pfyffer,Switzerland,3421736,1077498198,Start
Valérie Piller Carrard,https://en.wikipedia.org/wiki/Valérie_Piller_Carrard,Switzerland,66592002,1054866115,Start
Ital Reding the Elder,https://en.wikipedia.org/wiki/Ital_Reding_the_Elder,Switzerland,58883583,1050573175,Start
Jules Repond,https://en.wikipedia.org/wiki/Jules_Repond,Switzerland,52359873,1026286888,Start
Farah Rumy,https://en.wikipedia.org/wiki/Farah_Rumy,Switzerland,68087037,1101258104,Start
Vinzenz Rüttimann,https://en.wikipedia.org/wiki/Vinzenz_Rüttimann,Switzerland,48312020,1101460842,C
Sergio Salvioni,https://en.wikipedia.org/wiki/Sergio_Salvioni,Switzerland,68730873,1104342564,Start
Alfred Emanuel Sarasin,https://en.wikipedia.org/wiki/Alfred_Emanuel_Sarasin,Switzerland,56407710,1112830593,Stub
Nicolas Théodore de Saussure,https://en.wikipedia.org/wiki/Nicolas_Théodore_de_Saussure,Switzerland,1524053,1112325459,GA
Peter-Josef Schallberger,https://en.wikipedia.org/wiki/Peter-Josef_Schallberger,Switzerland,27076074,1022570699,Stub
Josef Scherrer,https://en.wikipedia.org/wiki/Josef_Scherrer,Switzerland,68768763,1045327007,Stub
Guy-Olivier Segond,https://en.wikipedia.org/wiki/Guy-Olivier_Segond,Switzerland,65869610,1105606820,C
André Simonazzi,https://en.wikipedia.org/wiki/André_Simonazzi,Switzerland,25034608,1096441273,Start
Carlo Sommaruga,https://en.wikipedia.org/wiki/Carlo_Sommaruga,Switzerland,66439257,1112581627,Start
Niklaus Friedrich von Steiger,https://en.wikipedia.org/wiki/Niklaus_Friedrich_von_Steiger,Switzerland,31266962,1108836802,Stub
Charles-Alexandre Steinhäuslin,https://en.wikipedia.org/wiki/Charles-Alexandre_Steinhäuslin,Switzerland,28265387,942439844,Start
Hansjörg Trachsel,https://en.wikipedia.org/wiki/Hansjörg_Trachsel,Switzerland,13307728,1019997611,Start
Paul Usteri,https://en.wikipedia.org/wiki/Paul_Usteri,Switzerland,41807370,1081662107,Start
Eric Weber,https://en.wikipedia.org/wiki/Eric_Weber,Switzerland,33524354,1078967037,Start
Johann Rudolf Wettstein,https://en.wikipedia.org/wiki/Johann_Rudolf_Wettstein,Switzerland,20937761,1109870613,GA
Karl Emil Wild,https://en.wikipedia.org/wiki/Karl_Emil_Wild,Switzerland,41918488,1068658484,Start
Louis Wyrsch,https://en.wikipedia.org/wiki/Louis_Wyrsch,Switzerland,55537498,1078281666,C
Paul Wyss,https://en.wikipedia.org/wiki/Paul_Wyss,Switzerland,31954786,1110030427,Stub
Theodor Ab Yberg,https://en.wikipedia.org/wiki/Theodor_Ab_Yberg,Switzerland,800016,1022570814,Stub
Sebastian Peregrin Zwyer,https://en.wikipedia.org/wiki/Sebastian_Peregrin_Zwyer,Switzerland,8048470,1090177502,Start
Abdul-Aziz al-Khair,https://en.wikipedia.org/wiki/Abdul-Aziz_al-Khair,Syria,63382313,1055121509,C
Adil Arslan,https://en.wikipedia.org/wiki/Adil_Arslan,Syria,70200558,1114428474,C
Mohammed Akkad,https://en.wikipedia.org/wiki/Mohammed_Akkad,Syria,40017660,1088148970,Stub
Sultan al-Atrash,https://en.wikipedia.org/wiki/Sultan_al-Atrash,Syria,8377881,1114418885,C
Ayyash Al-Haj,https://en.wikipedia.org/wiki/Ayyash_Al-Haj,Syria,61976458,1114418908,GA
Ghias Barakat,https://en.wikipedia.org/wiki/Ghias_Barakat,Syria,68063026,1099141929,C
Subhi Bey Barakat,https://en.wikipedia.org/wiki/Subhi_Bey_Barakat,Syria,27307017,1115422743,Start
Abdul Qader Barmada,https://en.wikipedia.org/wiki/Abdul_Qader_Barmada,Syria,69210146,1088149351,Stub
Tawfiq Bay,https://en.wikipedia.org/wiki/Tawfiq_Bay,Syria,27900533,1031788885,Start
Ibrahim Biro,https://en.wikipedia.org/wiki/Ibrahim_Biro,Syria,59788091,955779707,Start
Amir al-Dandal,https://en.wikipedia.org/wiki/Amir_al-Dandal,Syria,62896774,994545216,Start
Abd al-Razzaq al-Dandashi,https://en.wikipedia.org/wiki/Abd_al-Razzaq_al-Dandashi,Syria,20616807,1063356756,Start
Ahmad Diyab,https://en.wikipedia.org/wiki/Ahmad_Diyab,Syria,50747727,1100437054,Stub
Hadad-yith'i,https://en.wikipedia.org/wiki/Hadad-yith'i,Syria,44524170,1102614042,C
Hisham Marwah,https://en.wikipedia.org/wiki/Hisham_Marwah,Syria,40282910,1111799084,Stub
Edmond Al-Homsi,https://en.wikipedia.org/wiki/Edmond_Al-Homsi,Syria,69267672,1090859570,Stub
Ghassan Ibrahim,https://en.wikipedia.org/wiki/Ghassan_Ibrahim,Syria,28815372,1099026087,Start
Ihsan Al Jabri,https://en.wikipedia.org/wiki/Ihsan_Al_Jabri,Syria,69244326,1056547219,Stub
Jihad Makdissi,https://en.wikipedia.org/wiki/Jihad_Makdissi,Syria,36729265,1095025923,C
Mohammad Jumah,https://en.wikipedia.org/wiki/Mohammad_Jumah,Syria,53672278,1031226079,Stub
Sami al-Jundi,https://en.wikipedia.org/wiki/Sami_al-Jundi,Syria,39962405,1085225687,C
Kamal al-Qassab,https://en.wikipedia.org/wiki/Kamal_al-Qassab,Syria,60672000,1046716585,Stub
Kamil Pasha al-Qudsi,https://en.wikipedia.org/wiki/Kamil_Pasha_al-Qudsi,Syria,69572352,1114426805,Stub
Fayez al-Khoury,https://en.wikipedia.org/wiki/Fayez_al-Khoury,Syria,69267548,1101097473,Stub
Mar'i Pasha al-Mallah,https://en.wikipedia.org/wiki/Mar'i_Pasha_al-Mallah,Syria,13858367,1114426843,Start
Hrant Maloyan,https://en.wikipedia.org/wiki/Hrant_Maloyan,Syria,47716578,1114902744,C
Antun Maqdisi,https://en.wikipedia.org/wiki/Antun_Maqdisi,Syria,38612764,1012298345,Start
Mahmoud Ahmad Marei,https://en.wikipedia.org/wiki/Mahmoud_Ahmad_Marei,Syria,67756618,1096423511,Start
Muhammad Talab Hilal,https://en.wikipedia.org/wiki/Muhammad_Talab_Hilal,Syria,69725702,1091046608,C
Mustafa al-Siba'i,https://en.wikipedia.org/wiki/Mustafa_al-Siba'i,Syria,38229559,1101678254,Start
Shukri al-Quwatli,https://en.wikipedia.org/wiki/Shukri_al-Quwatli,Syria,966524,1114418977,FA
Munif Razzaz,https://en.wikipedia.org/wiki/Munif_Razzaz,Syria,36617859,1104186608,GA
Nasim al-Safarjalani,https://en.wikipedia.org/wiki/Nasim_al-Safarjalani,Syria,19340343,1032834084,Start
Salem al-Meslet,https://en.wikipedia.org/wiki/Salem_al-Meslet,Syria,68410203,1103824812,Stub
Muhammad al-Sufi,https://en.wikipedia.org/wiki/Muhammad_al-Sufi,Syria,39957078,1106267269,C
Mohammad Farouk Tayfour,https://en.wikipedia.org/wiki/Mohammad_Farouk_Tayfour,Syria,39849117,940373945,Stub
Liu Yongfu,https://en.wikipedia.org/wiki/Liu_Yongfu,Taiwan,381886,1102541692,C
Qiu Fengjia,https://en.wikipedia.org/wiki/Qiu_Fengjia,Taiwan,16982434,1031398824,Start
Xie Jieshi,https://en.wikipedia.org/wiki/Xie_Jieshi,Taiwan,15823677,1111816567,Start
Zheng Jing,https://en.wikipedia.org/wiki/Zheng_Jing,Taiwan,1447436,1108206522,C
Zheng Kezang,https://en.wikipedia.org/wiki/Zheng_Kezang,Taiwan,45203385,1065962947,Stub
Olimzhon Boboyev,https://en.wikipedia.org/wiki/Olimzhon_Boboyev,Tajikistan,8048265,1072391123,Stub
Torokul Dzhanuzakov,https://en.wikipedia.org/wiki/Torokul_Dzhanuzakov,Tajikistan,54521945,1092752457,C
Mahmadali Hayit,https://en.wikipedia.org/wiki/Mahmadali_Hayit,Tajikistan,68280175,1067502414,Start
Muhiddin Kabiri,https://en.wikipedia.org/wiki/Muhiddin_Kabiri,Tajikistan,46258407,1098146744,Start
Bobo Makhamov,https://en.wikipedia.org/wiki/Bobo_Makhamov,Tajikistan,60139178,1090454878,Start
Maksud Ibragimov,https://en.wikipedia.org/wiki/Maksud_Ibragimov,Tajikistan,46566059,994061655,Start
Nusratullo Maksum,https://en.wikipedia.org/wiki/Nusratullo_Maksum,Tajikistan,52890668,1073969305,Stub
Ghaffor Mirzoyev,https://en.wikipedia.org/wiki/Ghaffor_Mirzoyev,Tajikistan,30226784,1069201815,Start
Abduhalim Nazarzoda,https://en.wikipedia.org/wiki/Abduhalim_Nazarzoda,Tajikistan,54964031,1075757785,Start
Umarali Quvvatov,https://en.wikipedia.org/wiki/Umarali_Quvvatov,Tajikistan,45592625,1113522608,C
Alim Sherzamonov,https://en.wikipedia.org/wiki/Alim_Sherzamonov,Tajikistan,43101982,996472390,Start
Shirinsho Shotemur,https://en.wikipedia.org/wiki/Shirinsho_Shotemur,Tajikistan,29855230,1082920035,C
Bozor Sobir,https://en.wikipedia.org/wiki/Bozor_Sobir,Tajikistan,58686426,1107271492,B
Shukhrat Sultonov,https://en.wikipedia.org/wiki/Shukhrat_Sultonov,Tajikistan,47519772,1051046215,C
Nur Tabar,https://en.wikipedia.org/wiki/Nur_Tabar,Tajikistan,71540099,1105010664,Stub
Timothy Apiyo,https://en.wikipedia.org/wiki/Timothy_Apiyo,Tanzania,39716305,1065741413,Stub
Maurice Henry Dorman,https://en.wikipedia.org/wiki/Maurice_Henry_Dorman,Tanzania,5725181,1087530718,Start
Fundikira III,https://en.wikipedia.org/wiki/Fundikira_III,Tanzania,2186194,1047557188,Start
Josephat Gwajima,https://en.wikipedia.org/wiki/Josephat_Gwajima,Tanzania,67776191,1068157438,Start
Issa Kassim Issa,https://en.wikipedia.org/wiki/Issa_Kassim_Issa,Tanzania,8522883,1099825065,Stub
Barbro Cecilia Johansson,https://en.wikipedia.org/wiki/Barbro_Cecilia_Johansson,Tanzania,55818693,1112314591,Start
Bonnah Kaluwa,https://en.wikipedia.org/wiki/Bonnah_Kaluwa,Tanzania,49542240,1109169773,Start
Jeremiah Kasambala,https://en.wikipedia.org/wiki/Jeremiah_Kasambala,Tanzania,44027547,1014980814,Start
Hemed Khamis,https://en.wikipedia.org/wiki/Hemed_Khamis,Tanzania,39646265,1065741571,Stub
Adam Kimbisa,https://en.wikipedia.org/wiki/Adam_Kimbisa,Tanzania,29174410,1096079486,Stub
Saed Kubenea,https://en.wikipedia.org/wiki/Saed_Kubenea,Tanzania,57639649,1006418003,Stub
Elias John Kwandikwa,https://en.wikipedia.org/wiki/Elias_John_Kwandikwa,Tanzania,55496783,1115284285,Start
Theddy Ladislaus,https://en.wikipedia.org/wiki/Theddy_Ladislaus,Tanzania,48606737,1105549865,Start
Paul Makonda,https://en.wikipedia.org/wiki/Paul_Makonda,Tanzania,53267488,1096157701,Start
Julie Manning,https://en.wikipedia.org/wiki/Julie_Manning,Tanzania,56147714,1100313435,Stub
Salome Joseph Mbatia,https://en.wikipedia.org/wiki/Salome_Joseph_Mbatia,Tanzania,70083892,1074130433,Start
Ruth Hiyob Mollel,https://en.wikipedia.org/wiki/Ruth_Hiyob_Mollel,Tanzania,71039456,1101873461,Start
Albert Msando,https://en.wikipedia.org/wiki/Albert_Msando,Tanzania,71510709,1110162819,Stub
John Mwakangale,https://en.wikipedia.org/wiki/John_Mwakangale,Tanzania,44019374,1063354492,C
Juma Mwapachu,https://en.wikipedia.org/wiki/Juma_Mwapachu,Tanzania,4647479,1065735778,Start
Abdullah Mwinyi,https://en.wikipedia.org/wiki/Abdullah_Mwinyi,Tanzania,40912065,1106388815,Start
Asanterabi Zephaniah Nsilo Swai,https://en.wikipedia.org/wiki/Asanterabi_Zephaniah_Nsilo_Swai,Tanzania,54360630,1012818477,Start
Mateo Qares,https://en.wikipedia.org/wiki/Mateo_Qares,Tanzania,44524622,1007481132,Stub
